Title,Section,call_number,MinCredit,MaxCredit,MaxEnrollment,Cur_Enroll,Status,StartDate,EndDate,Instructor,Term,Meeting_day,start_time,end_time,site,Building,Room,Activity,control,Argument,value,Operator 
Risk Mangt for Fincl Cybersecrty,FIN 545A,11020,3,3,20,14,O,2019-08-26Z,2019-12-20Z,Rohmeyer P,2019F,T,14:30:00Z,17:00:00Z,Castle Point,NB,101,LEC,NA,,,
Federal Taxation of Individuals,FIN 560A,12257,3,3,35,0,X,2019-08-26Z,2019-12-20Z,Biagi J,2019F,M,11:00:00Z,13:30:00Z,Castle Point,,,LEC,NA,,,
Financial/Managerial Accounting,FIN 600A,11021,3,3,35,16,O,2019-08-26Z,2019-12-20Z,Biagi J,2019F,W,14:30:00Z,17:00:00Z,Castle Point,M,205,LEC,NA,,,
Financial/Managerial Accounting,FIN 600NT,12156,3,3,32,19,O,2019-09-03Z,2019-12-03Z,Biagi J,2019F,T,13:20:00Z,16:10:00Z,NT,OFF,CLOSED,LEC,NA,NA,NA,NA
Financial/Managerial Accounting,FIN 600WS,11953,3,3,30,0,X,2019-08-26Z,2019-12-20Z,STAFF,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Financial Decision Making,FIN 615A,11022,3,3,40,39,O,2019-08-26Z,2019-12-20Z,Crane M,2019F,T,14:30:00Z,17:00:00Z,Castle Point,X,106,LEC,NA,,,
Financial Decision Making,FIN 615B,11023,3,3,35,35,C,2019-08-26Z,2019-12-20Z,Roztocki N,2019F,M,11:00:00Z,13:30:00Z,Castle Point,E,230,LEC,NA,,,
Financial Decision Making,FIN 615C,12433,3,3,40,40,C,2019-08-26Z,2019-12-20Z,Roztocki N,2019F,M,14:15:00Z,16:45:00Z,Castle Point,BC,320,LEC,NA,,,
Financial Decision Making,FIN 615CU,12406,3,3,40,22,O,2019-08-26Z,2019-12-20Z,STAFF,2019F,TBA,NA,NA,CU,N/A,N/A,LEC,NA,,,
Financial Decision Making,FIN 615WS,11954,3,3,50,42,O,2019-08-26Z,2019-12-20Z,Roztocki N,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Financial Management,FIN 623A,11024,3,3,30,0,X,2019-08-26Z,2019-12-20Z,Luo V,2019F,R,14:30:00Z,17:00:00Z,Castle Point,B,514,LEC,NA,,,
Financial Management,FIN 623WS,11955,3,3,50,14,O,2019-08-26Z,2019-12-20Z,Gallucci F,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Investment Management,FIN 627A,11025,3,3,35,29,O,2019-08-26Z,2019-12-20Z,Hatzakis E,2019F,M,14:15:00Z,16:45:00Z,Castle Point,BC,221,LEC,NA,,,
Corporate Finance,FIN 638A,11026,3,3,35,35,C,2019-08-26Z,2019-12-20Z,Goel A,2019F,W,14:30:00Z,17:00:00Z,Castle Point,BC,310,LEC,NA,,,
Curricular Practical Training,FIN 702A,12305,1,3,999,0,O,2019-08-26Z,2019-12-20Z,STAFF,2019F,TBA,NA,NA,Castle Point,,,LEC,NA,,,
Microeconomic Theory,FIN 703A,11028,3,3,10,14,C,2019-08-26Z,2019-12-20Z,Ghoddusi H,2019F,M,14:15:00Z,16:45:00Z,Castle Point,BC,641,LEC,NA,NA,NA,NA
Econometric Theory and Applictns,FIN 704A,12358,3,3,12,10,O,2019-08-26Z,2019-12-20Z,Luo V,2019F,R,14:30:00Z,17:00:00Z,Castle Point,BC,641,LEC,NA,,,
Corporate Finance Theory & Apps,FIN 708A,12472,3,3,10,5,O,2019-08-26Z,2019-12-20Z,Banerjee S,2019F,T,14:15:00Z,16:45:00Z,Castle Point,BC,641,LEC,NA,,,
Special Problems in FIN (MS),FIN 800A,11029,1,6,0,1,C,2019-08-26Z,2019-12-20Z,Hatzakis E,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Special Topics in Finance,FIN 810A,11030,3,60,35,0,X,2019-08-26Z,2019-12-20Z,Banerjee S,2019F,W,8:30:00Z,11:00:00Z,Castle Point,,,LEC,NA,,,
Thesis in Finance (MS),FIN 900A,11031,1,12,999,0,O,2019-08-26Z,2019-12-20Z,STAFF,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Foundation 2D: Color/Composition,HAR 110A,11032,3,3,16,17,C,2019-08-26Z,2019-12-20Z,Fanning A,2019F,T,5:00:00Z,8:50:00Z,Castle Point,M,203,LEC,NA,NA,NA,NA
Foundation of 3D: Form & Space,HAR 111A,11033,3,3,16,16,C,2019-08-26Z,2019-12-20Z,Coleman T,2019F,R,9:00:00Z,12:50:00Z,Castle Point,M,203,LEC,NA,,,
Observational Drawing,HAR 112A,11034,3,3,16,9,O,2019-08-26Z,2019-12-20Z,Niewodowski K,2019F,M,5:00:00Z,8:50:00Z,Castle Point,M,203,LEC,NA,NA,NA,NA
Figure Drawing,HAR 113A,11035,3,3,16,12,O,2019-08-26Z,2019-12-20Z,Fanning A,2019F,T,9:00:00Z,12:50:00Z,Castle Point,M,203,LEC,NA,,,
Figure Drawing,HAR 113CA,12630,3,3,0,1,C,2019-08-26Z,2019-12-20Z,Fanning A,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
History of Art:Prehist-Modrn Era,HAR 180A,11036,3,3,80,55,C,2019-08-26Z,2019-12-20Z,Bush D,2019F,M,11:00:00Z,12:40:00Z,Castle Point,K,228,LEC,NA,,,
History of Art:Prehist-Modrn Era,HAR 180RA,12207,0,0,20,17,C,2019-08-26Z,2019-12-20Z,McBryan J,2019F,R,5:30:00Z,6:20:00Z,Castle Point,M,324,RCT,NA,,,
History of Art:Prehist-Modrn Era,HAR 180RB,12208,0,0,20,17,C,2019-08-26Z,2019-12-20Z,Newell D,2019F,R,7:00:00Z,7:50:00Z,Castle Point,M,324,RCT,NA,,,
History of Art:Prehist-Modrn Era,HAR 180RC,12209,0,0,20,13,O,2019-08-26Z,2019-12-20Z,Newell D,2019F,R,8:30:00Z,9:20:00Z,Castle Point,SL,204,RCT,NA,,,
History of Art:Prehist-Modrn Era,HAR 180RD,12210,0,0,20,8,C,2019-08-26Z,2019-12-20Z,Newell D,2019F,R,10:00:00Z,10:50:00Z,Castle Point,SL,204,RCT,NA,,,
Moving Image: On Screen,HAR 225A,12258,3,3,16,16,C,2019-08-26Z,2019-12-20Z,Manzione C,2019F,R,9:00:00Z,12:50:00Z,Castle Point,M,201,LEC,NA,NA,NA,NA
Moving Image: In Space,HAR 226A,12259,3,3,16,17,C,2019-08-26Z,2019-12-20Z,O'Brien N,2019F,W,5:00:00Z,8:50:00Z,Castle Point,M,201,LEC,NA,NA,NA,NA
Design I,HAR 241A,11040,3,3,16,13,O,2019-08-26Z,2019-12-20Z,Nowacek N,2019F,T,9:00:00Z,12:50:00Z,Castle Point,M,201,LEC,NA,NA,NA,NA
Data Visualization I,HAR 250A,12090,3,3,16,17,C,2019-08-26Z,2019-12-20Z,Thompson J,2019F,M,9:00:00Z,12:50:00Z,Castle Point,M,203,LEC,NA,NA,NA,NA
Game Design I,HAR 260A,11042,3,3,16,14,O,2019-08-26Z,2019-12-20Z,O'Brien N,2019F,M,9:00:00Z,12:50:00Z,Castle Point,M,201,LEC,NA,NA,NA,NA
Creative Programming I,HAR 271A,11043,3,3,16,12,O,2019-08-26Z,2019-12-20Z,Thompson J,2019F,T,5:00:00Z,8:50:00Z,Castle Point,M,201,LEC,NA,NA,NA,NA
Design II,HAR 340A,12091,3,3,16,6,O,2019-08-26Z,2019-12-20Z,Nowacek N,2019F,M,5:00:00Z,8:50:00Z,Castle Point,M,201,LEC,NA,,,
Contemporary Art,HAR 385A,12092,3,3,24,19,O,2019-08-26Z,2019-12-20Z,Bush D,2019F,T,10:00:00Z,11:15:00Z,Castle Point,SL,204,LEC,NA,NA,NA,NA
Art on the Internet,HAR 461A,12093,3,3,16,17,C,2019-08-26Z,2019-12-20Z,O'Brien N,2019F,R,5:00:00Z,8:50:00Z,Castle Point,M,201,LEC,NA,,,
Internship in Art & Technology,HAR 490A,12353,3,3,10,1,O,2019-08-26Z,2019-12-20Z,Thompson J,2019F,TBA,NA,NA,Castle Point,OFF,WEB,LEC,NA,,,
Internship in Art & Technology,HAR 490B,12354,3,3,10,0,O,2019-08-26Z,2019-12-20Z,Manzione C,2019F,TBA,NA,NA,Castle Point,OFF,WEB,LEC,NA,,,
Internship in Art & Technology,HAR 490C,12355,3,3,10,1,O,2019-08-26Z,2019-12-20Z,Bush D,2019F,TBA,NA,NA,Castle Point,OFF,WEB,LEC,NA,,,
Internship in Art & Technology,HAR 490D,12356,3,3,10,0,O,2019-08-26Z,2019-12-20Z,O'Brien N,2019F,TBA,NA,NA,Castle Point,OFF,WEB,LEC,NA,,,
Internship in Art & Technology,HAR 490E,12357,3,3,10,2,O,2019-08-26Z,2019-12-20Z,Nowacek N,2019F,TBA,NA,NA,Castle Point,OFF,WEB,LEC,NA,,,
Spcl Topics in Art & Technology,HAR 495A,12304,3,3,16,0,X,2019-08-26Z,2019-12-20Z,Nowacek N,2019F,W,5:00:00Z,8:50:00Z,Castle Point,M,203,LEC,NA,NA,NA,NA
Capstone I,HAR 498A,11050,3,3,50,2,O,2019-08-26Z,2019-12-20Z,Thompson J,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Capstone I,HAR 498B,11051,3,3,50,2,O,2019-08-26Z,2019-12-20Z,Manzione C,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Capstone I,HAR 498C,11052,3,3,50,0,O,2019-08-26Z,2019-12-20Z,Bush D,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Capstone I,HAR 498D,11053,3,3,50,2,O,2019-08-26Z,2019-12-20Z,O'Brien N,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Capstone I,HAR 498E,11054,3,3,50,5,O,2019-08-26Z,2019-12-20Z,Nowacek N,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
US History to 1865,HHS 125A,11055,3,3,20,20,C,2019-08-26Z,2019-12-20Z,Swindall L,2019F,MWF,5:00:00Z,5:50:00Z,Castle Point,P,218,LEC,NA,NA,NA,NA
US History to 1865,HHS 125B,12211,3,3,20,20,C,2019-08-26Z,2019-12-20Z,Swindall L,2019F,MWF,6:00:00Z,6:50:00Z,Castle Point,P,218,LEC,NA,NA,NA,NA
History of Science & Technology,HHS 130A,11056,3,3,24,34,C,2019-08-26Z,2019-12-20Z,Wellerstein A,2019F,TR,5:30:00Z,6:45:00Z,Castle Point,X,105,LEC,NA,NA,NA,NA
Survey of the Islamic World,HHS 135A,11058,3,3,25,25,C,2019-08-26Z,2019-12-20Z,Teke M,2019F,TR,10:00:00Z,11:15:00Z,Castle Point,M,324,LEC,NA,NA,NA,NA
Survey of the Islamic World,HHS 135B,12212,3,3,25,24,O,2019-08-26Z,2019-12-20Z,Teke M,2019F,TR,11:30:00Z,12:45:00Z,Castle Point,M,103,LEC,NA,NA,NA,NA
History of Art:Prehist-Modrn Era,HHS 180A,11059,3,3,0,25,C,2019-08-26Z,2019-12-20Z,Bush D,2019F,M,11:00:00Z,12:40:00Z,Castle Point,K,228,LEC,NA,,,
History of Art:Prehist-Modrn Era,HHS 180RA,12094,0,0,0,3,C,2019-08-26Z,2019-12-20Z,McBryan J,2019F,R,5:30:00Z,6:20:00Z,Castle Point,M,324,RCT,NA,,,
History of Art:Prehist-Modrn Era,HHS 180RB,12095,0,0,0,3,C,2019-08-26Z,2019-12-20Z,Newell D,2019F,R,7:00:00Z,7:50:00Z,Castle Point,M,324,RCT,NA,,,
History of Art:Prehist-Modrn Era,HHS 180RC,12096,0,0,0,6,O,2019-08-26Z,2019-12-20Z,Newell D,2019F,R,8:30:00Z,9:20:00Z,Castle Point,SL,204,RCT,NA,,,
History of Art:Prehist-Modrn Era,HHS 180RD,12097,0,0,0,13,C,2019-08-26Z,2019-12-20Z,Newell D,2019F,R,10:00:00Z,10:50:00Z,Castle Point,SL,204,RCT,NA,,,
HisofElectronic&ExperimentalMusi,HHS 195A,12069,3,3,0,4,C,2019-08-26Z,2019-12-20Z,Bird D,2019F,TR,8:30:00Z,9:45:00Z,Castle Point,K,390,LEC,NA,NA,NA,NA
US Constitutional Law II,HHS 373EV,12242,3,3,25,26,C,2019-08-26Z,2019-12-20Z,Elewa A,2019F,R,14:30:00Z,17:00:00Z,Castle Point,M,324,LEC,NA,NA,NA,NA
Contemporary Art,HHS 385A,12196,3,3,0,4,O,2019-08-26Z,2019-12-20Z,Bush D,2019F,T,10:00:00Z,11:15:00Z,Castle Point,SL,204,LEC,NA,NA,NA,NA
Religion in America,HHS 415A,12241,3,3,25,25,C,2019-08-26Z,2019-12-20Z,Soumakis F,2019F,R,8:00:00Z,10:30:00Z,Castle Point,BC,210,LEC,NA,NA,NA,NA
Studies History of Tech.,HHS 479A,12213,3,3,24,24,C,2019-08-26Z,2019-12-20Z,Nocks L,2019F,TR,8:30:00Z,9:45:00Z,Castle Point,X,414,LEC,NA,NA,NA,NA
Western Literature: Classical,HLI 113A,11063,3,3,20,19,O,2019-08-26Z,2019-12-20Z,Pennino A,2019F,TR,11:30:00Z,12:45:00Z,Castle Point,M,105,LEC,NA,NA,NA,NA
Colonial/Romantic American Lit,HLI 117A,11064,3,3,20,18,O,2019-08-26Z,2019-12-20Z,Rubenfeld A,2019F,MWF,7:00:00Z,7:50:00Z,Castle Point,P,220,LEC,NA,NA,NA,NA
Realist/Modern American Lit,HLI 118A,11065,3,3,20,20,C,2019-08-26Z,2019-12-20Z,Rubenfeld A,2019F,MWF,8:00:00Z,8:50:00Z,Castle Point,P,218,LEC,NA,NA,NA,NA
Images of Science in Literature,HLI 220A,11066,3,3,20,20,C,2019-08-26Z,2019-12-20Z,Sinnreich-Levi,2019F,TR,5:30:00Z,6:45:00Z,Castle Point,A,501,LEC,NA,NA,NA,NA
Images of Science in Literature,HLI 220B,12099,3,3,20,20,C,2019-08-26Z,2019-12-20Z,Pennino A,2019F,TR,8:30:00Z,9:45:00Z,Castle Point,BC,202,LEC,NA,NA,NA,NA
Introduction to Cinema,HLI 221EV,12100,3,3,0,30,C,2019-08-26Z,2019-12-20Z,Pennino A,2019F,R,14:30:00Z,16:10:00Z,Castle Point,B,118,LEC,NA,,,
Introduction to Cinema,HLI 221RA,12101,0,0,0,6,C,2019-08-26Z,2019-12-20Z,Middleton B,2019F,F,6:00:00Z,6:50:00Z,Castle Point,M,324,RCT,NA,,,
Introduction to Cinema,HLI 221RB,12102,0,0,0,7,C,2019-08-26Z,2019-12-20Z,Middleton B,2019F,F,7:00:00Z,7:50:00Z,Castle Point,M,324,RCT,NA,,,
Introduction to Cinema,HLI 221RC,12103,0,0,0,9,C,2019-08-26Z,2019-12-20Z,Vredenburg J,2019F,F,9:00:00Z,9:50:00Z,Castle Point,M,324,RCT,NA,,,
Introduction to Cinema,HLI 221RD,12104,0,0,0,8,O,2019-08-26Z,2019-12-20Z,Vredenburg J,2019F,F,10:00:00Z,10:50:00Z,Castle Point,M,324,RCT,NA,,,
Chaucer:The Journey & The Dreams,HLI 334A,12105,3,3,24,7,O,2019-08-26Z,2019-12-20Z,Sinnreich-Levi,2019F,TR,10:00:00Z,11:15:00Z,Castle Point,E,111,LEC,NA,NA,NA,NA
James Baldwin,HLI 348A,12106,3,3,24,0,X,2019-08-26Z,2019-12-20Z,Pennino A,2019F,T,11:00:00Z,13:30:00Z,Castle Point,M,324,LEC,NA,NA,NA,NA
American Culture,HLI 354A,12214,3,3,24,21,O,2019-08-26Z,2019-12-20Z,Rubenfeld A,2019F,MWF,6:00:00Z,6:50:00Z,Castle Point,P,220,LEC,NA,NA,NA,NA
Survey of British Literature,HLI 447A,12277,3,3,12,12,C,2019-08-26Z,2019-12-20Z,Hammerman R,2019F,T,8:00:00Z,10:30:00Z,Castle Point,P,308,LEC,NA,NA,NA,NA
Music History I,HMU 101A,11073,3,3,1,32,C,2019-08-26Z,2019-12-20Z,Durakoglu E,2019F,TR,5:30:00Z,6:45:00Z,Castle Point,K,350,LEC,NA,NA,NA,NA
HisofElectronic&ExperimentalMusi,HMU 195A,11074,3,3,16,13,C,2019-08-26Z,2019-12-20Z,Bird D,2019F,TR,8:30:00Z,9:45:00Z,Castle Point,K,390,LEC,NA,NA,NA,NA
Music Theory I,HMU 201A,11075,3,3,50,45,O,2019-08-26Z,2019-12-20Z,Zavorskas M,2019F,TR,5:30:00Z,6:45:00Z,Castle Point,M,103,LEC,NA,NA,NA,NA
MIDI and Electronic Music,HMU 211A,11076,3,3,16,16,C,2019-08-26Z,2019-12-20Z,Diaz de Leon M,2019F,MW,4:35:00Z,5:50:00Z,Castle Point,K,390,LEC,NA,NA,NA,NA
MIDI and Electronic Music,HMU 211B,12237,3,3,16,17,C,2019-08-26Z,2019-12-20Z,Diaz de Leon M,2019F,MW,6:00:00Z,7:15:00Z,Castle Point,K,390,LEC,NA,NA,NA,NA
Keyboard Studies I,HMU 220A,12238,3,3,15,14,O,2019-08-26Z,2019-12-20Z,Durakoglu E,2019F,TR,11:30:00Z,12:45:00Z,Castle Point,M,101,LEC,NA,,,
Keyboard Studies I,HMU 220B,12239,3,3,15,15,C,2019-08-26Z,2019-12-20Z,Kim A,2019F,MF,8:00:00Z,9:15:00Z,Castle Point,M,101,LEC,NA,,,
Sound Recording I,HMU 231A,11080,3,3,18,15,O,2019-08-26Z,2019-12-20Z,Mayer B,2019F,M,6:00:00Z,9:40:00Z,Castle Point,K,350,LEC,NA,,,
Sound Recording I,HMU 231B,11081,3,3,18,21,C,2019-08-26Z,2019-12-20Z,Mayer B,2019F,F,10:00:00Z,13:40:00Z,Castle Point,K,350,LEC,NA,,,
Music Theory III,HMU 303A,12107,3,3,35,29,O,2019-08-26Z,2019-12-20Z,Zavorskas M,2019F,TW,7:00:00Z,8:15:00Z,Castle Point,K,350,LEC,NA,,,
Keyboard Studies III,HMU 322A,11083,3,3,15,8,O,2019-08-26Z,2019-12-20Z,Durakoglu E,2019F,TR,8:30:00Z,9:45:00Z,Castle Point,M,101,LEC,NA,,,
Sound Recording III,HMU 333A,11084,3,3,18,17,O,2019-08-26Z,2019-12-20Z,Harari R,2019F,T,10:00:00Z,13:40:00Z,Castle Point,K,350,LEC,NA,,HMU 411,
Sound Recording III,HMU 333B,11085,3,3,18,13,O,2019-08-26Z,2019-12-20Z,Gozzo R,2019F,R,10:00:00Z,13:40:00Z,Castle Point,K,350,LEC,NA,,HMU 411,
Orchestration I,HMU 397EV,11086,3,3,18,18,C,2019-08-26Z,2019-12-20Z,Stackpole W,2019F,T,14:30:00Z,17:00:00Z,Castle Point,K,350,LEC,NA,NA,NA,NA
Orchestration I,HMU 397EV2,11087,3,3,18,15,O,2019-08-26Z,2019-12-20Z,Stackpole W,2019F,W,14:15:00Z,16:45:00Z,Castle Point,K,350,LEC,NA,NA,NA,NA
Electronic Music,HMU 405A,11088,3,3,18,12,O,2019-08-26Z,2019-12-20Z,Fefferman L,2019F,W,8:30:00Z,11:00:00Z,Castle Point,K,390,LEC,NA,,,
Sound Design,HMU 407A,11089,3,3,16,11,O,2019-08-26Z,2019-12-20Z,Harari R,2019F,M,10:00:00Z,13:40:00Z,Castle Point,K,350,LEC,NA,,,
Contemporary Music Theory,HMU 415EV,12343,3,3,16,13,O,2019-08-26Z,2019-12-20Z,Zavorskas M,2019F,W,14:15:00Z,16:45:00Z,Castle Point,K,390,LEC,NA,,,
Internship,HMU 489A,11090,3,3,10,0,O,2019-08-26Z,2019-12-20Z,Brick A,2019F,TBA,NA,NA,Castle Point,OFF,CLOSED,LEC,NA,,,
Internship,HMU 489G,11091,3,3,10,1,O,2019-08-26Z,2019-12-20Z,Harari R,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Internship,HMU 489W,12500,3,3,30,2,O,2019-08-26Z,2019-12-20Z,Fefferman L,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Internship,HMU 489X,11092,3,3,10,0,O,2019-08-26Z,2019-12-20Z,Durakoglu E,2019F,TBA,NA,NA,Castle Point,OFF,CLOSED,LEC,NA,,,
Music Perf: Concert Band,HMU 490A,11093,0,0,50,15,O,2019-08-26Z,2019-12-20Z,Ficeto G,2019F,U,14:15:00Z,16:45:00Z,Castle Point,S,4TH FL,LEC,NA,NA,NA,NA
Music Perf: Jazz Ensemble,HMU 491A,11094,0,0,16,17,C,2019-08-26Z,2019-12-20Z,Ficeto G,2019F,W,14:15:00Z,16:45:00Z,Castle Point,S,4TH FL,LEC,NA,NA,NA,NA
Music Perf: Stevens Choir,HMU 492A,11095,0,0,999,3,O,2019-08-26Z,2019-12-20Z,Reeves B,2019F,MR,14:45:00Z,17:00:00Z,Castle Point,S,4TH FL,LEC,NA,NA,NA,NA
Music Perf: Private Lessons,HMU 496A,11096,0,0,50,60,C,2019-08-26Z,2019-12-20Z,Durakoglu E,2019F,TBA,NA,NA,Castle Point,,,PRA,NA,NA,NA,NA
Music Perf: Recital/Ensemble,HMU 497A,11097,0,0,50,3,O,2019-08-26Z,2019-12-20Z,Durakoglu E,2019F,TBA,NA,NA,Castle Point,,,PRA,NA,NA,NA,NA
Ensemble,HMU 498A,11098,1,3,50,1,O,2019-08-26Z,2019-12-20Z,Brick A,2019F,TBA,NA,NA,Castle Point,,,PRA,NA,NA,NA,NA
Ensemble,HMU 498C,11099,1,3,50,4,O,2019-08-26Z,2019-12-20Z,Alomar C,2019F,TBA,NA,NA,Castle Point,,,PRA,NA,NA,NA,NA
Ensemble,HMU 498G,11100,1,3,50,0,O,2019-08-26Z,2019-12-20Z,Harari R,2019F,TBA,NA,NA,Castle Point,,,PRA,NA,NA,NA,NA
Ensemble,HMU 498W,11101,1,3,50,9,O,2019-08-26Z,2019-12-20Z,Fefferman L,2019F,TBA,NA,NA,Castle Point,,,PRA,NA,NA,NA,NA
Ensemble,HMU 498X,11102,1,3,50,4,O,2019-08-26Z,2019-12-20Z,Durakoglu E,2019F,TBA,NA,NA,Castle Point,,,PRA,NA,NA,NA,NA
Phil I: Theory of Human Nature,HPL 111A,11103,3,3,20,23,C,2019-08-26Z,2019-12-20Z,Morgan G,2019F,TR,7:00:00Z,8:15:00Z,Castle Point,X,106,LEC,NA,NA,NA,NA
Science and Metaphysics,HPL 112A,12215,3,3,20,21,C,2019-08-26Z,2019-12-20Z,Mullan J,2019F,MW,9:00:00Z,10:15:00Z,Castle Point,M,205,LEC,NA,NA,NA,NA
Aesthetics,HPL 348A,12197,3,3,24,24,C,2019-08-26Z,2019-12-20Z,Bush D,2019F,T,13:00:00Z,14:15:00Z,Castle Point,SL,204,LEC,NA,NA,NA,NA
Ancient & Medieval Phil.,HPL 350EV,12216,3,3,24,24,C,2019-08-26Z,2019-12-20Z,Mullan J,2019F,T,14:30:00Z,17:00:00Z,Castle Point,M,324,LEC,NA,NA,NA,NA
Philosophy of Time,HPL 371EV,12217,3,3,24,24,C,2019-08-26Z,2019-12-20Z,Steinmann M,2019F,W,14:15:00Z,16:45:00Z,Castle Point,M,324,LEC,NA,NA,NA,NA
Contemporary Philosophy,HPL 448A,12218,3,3,24,24,C,2019-08-26Z,2019-12-20Z,Morgan G,2019F,TR,10:00:00Z,11:15:00Z,Castle Point,X,105,LEC,NA,NA,NA,NA
Bioethics,HPL 457EV,11108,3,3,24,26,C,2019-08-26Z,2019-12-20Z,Meyer R,2019F,M,14:15:00Z,16:45:00Z,Castle Point,M,324,LEC,NA,NA,NA,NA
Pol. Sci. I: Nat'l Government,HSS 127A,11109,3,3,20,21,C,2019-08-26Z,2019-12-20Z,Cormack L,2019F,MW,4:35:00Z,5:50:00Z,Castle Point,ABS,301,LEC,NA,NA,NA,NA
Pol. Sci. I: Nat'l Government,HSS 127B,11110,3,3,20,20,C,2019-08-26Z,2019-12-20Z,Cormack L,2019F,MW,6:00:00Z,7:15:00Z,Castle Point,M,105,LEC,NA,NA,NA,NA
Introduction to Sociology,HSS 141A,11111,3,3,20,21,C,2019-08-26Z,2019-12-20Z,Chun K,2019F,TR,7:00:00Z,8:15:00Z,Castle Point,BC,310,LEC,NA,NA,NA,NA
Introduction to Sociology,HSS 141B,11112,3,3,20,20,C,2019-08-26Z,2019-12-20Z,Chun K,2019F,TR,5:30:00Z,6:45:00Z,Castle Point,P,120,LEC,NA,NA,NA,NA
Introduction to Sociology,HSS 141C,12219,3,3,0,0,X,2019-08-26Z,2019-12-20Z,Staff A,2019F,TR,11:30:00Z,12:45:00Z,Castle Point,,,LEC,NA,NA,NA,NA
Fundamentals of Psychology I,HSS 175A,11113,3,3,0,0,X,2019-08-26Z,2019-12-20Z,Staff A,2019F,TR,5:30:00Z,6:45:00Z,Castle Point,,,LEC,NA,NA,NA,NA
Fundamentals of Psychology I,HSS 175B,11114,3,3,0,0,X,2019-08-26Z,2019-12-20Z,Staff A,2019F,TR,7:00:00Z,8:15:00Z,Castle Point,,,LEC,NA,NA,NA,NA
Fundamentals of Psychology I,HSS 175C,11115,3,3,20,20,C,2019-08-26Z,2019-12-20Z,Apriceno M,2019F,TR,8:30:00Z,9:45:00Z,Castle Point,BC,204,LEC,NA,NA,NA,NA
Fundamentals of Psychology I,HSS 175D,12221,3,3,20,24,C,2019-08-26Z,2019-12-20Z,Apriceno M,2019F,TR,10:00:00Z,11:15:00Z,Castle Point,M,105,LEC,NA,NA,NA,NA
Fundamentals of Psychology I,HSS 175E,12222,3,3,0,0,X,2019-08-26Z,2019-12-20Z,Staff A,2019F,TR,11:30:00Z,12:45:00Z,Castle Point,,,LEC,NA,NA,NA,NA
Comparative Ethnic Cult.,HSS 324A,12240,3,3,24,8,O,2019-08-26Z,2019-12-20Z,Chun K,2019F,T,10:00:00Z,11:15:00Z,Castle Point,BC,310,LEC,NA,NA,NA,NA
Health Psychology,HSS 332A,11118,3,3,24,25,C,2019-08-26Z,2019-12-20Z,Lytle A,2019F,TR,7:00:00Z,8:15:00Z,Castle Point,B,430,LEC,NA,NA,NA,NA
Health Psychology,HSS 332B,11119,3,3,24,25,C,2019-08-26Z,2019-12-20Z,Lytle A,2019F,T,10:00:00Z,11:15:00Z,Castle Point,NB,102,LEC,NA,NA,NA,NA
Computers & Society,HSS 371A,11122,3,3,24,24,C,2019-08-26Z,2019-12-20Z,Dahn R,2019F,T,5:30:00Z,6:45:00Z,Castle Point,X,414,LEC,NA,NA,NA,NA
Computers & Society,HSS 371B,11123,3,3,24,24,C,2019-08-26Z,2019-12-20Z,Dahn R,2019F,TR,7:00:00Z,8:15:00Z,Castle Point,B,514,LEC,NA,NA,NA,NA
Computers & Society,HSS 371C,12223,3,3,24,24,C,2019-08-26Z,2019-12-20Z,Kowal M,2019F,T,8:30:00Z,9:45:00Z,Castle Point,M,324,LEC,NA,NA,NA,NA
Computers & Society,HSS 371D,12224,3,3,0,0,X,2019-08-26Z,2019-12-20Z,Staff A,2019F,M,11:00:00Z,13:30:00Z,Castle Point,,,LEC,NA,NA,NA,NA
International Politics,HSS 379A,12225,3,3,24,23,O,2019-08-26Z,2019-12-20Z,Cormack L,2019F,M,8:00:00Z,10:30:00Z,Castle Point,M,324,LEC,NA,NA,NA,NA
Seminar in Leadership Studies,HSS 401A,12226,3,3,24,13,O,2019-08-26Z,2019-12-20Z,Karl K,2019F,M,5:00:00Z,7:30:00Z,Castle Point,M,324,SEM,NA,NA,NA,NA
Seminar in Leadership Studies,HSS 401B,12278,3,3,24,19,O,2019-08-26Z,2019-12-20Z,Karl K,2019F,W,5:00:00Z,7:30:00Z,Castle Point,M,324,SEM,NA,NA,NA,NA
