Title,Section,call_number,MinCredit,MaxCredit,MaxEnrollment,Cur_Enroll,Status,StartDate,EndDate,Instructor,Term,Meeting_day,start_time,end_time,site,Building,Room,Activity,control,Argument,value,Operator 
Eng. Economics & Cost Analysis,EM 600A,10910,3,3,30,33,C,2019-08-26Z,2019-12-20Z,Mikruk J,2019F,T,11:30:00Z,14:00:00Z,Castle Point,BC,310,LEC,NA,,,
Eng. Economics & Cost Analysis,EM 600WS,11932,3,3,50,31,O,2019-08-26Z,2019-12-20Z,Mikruk J,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Elements of Operations Research,EM 605A,10911,3,3,30,32,C,2019-08-26Z,2019-12-20Z,Zigh T,2019F,T,8:30:00Z,11:00:00Z,Castle Point,GS,025,LEC,NA,,,
Elements of Operations Research,EM 605WS,11933,3,3,50,22,O,2019-08-26Z,2019-12-20Z,Nowicki D,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Project Mgmt. of Complex Systems,EM 612A,10913,3,3,32,34,C,2019-08-26Z,2019-12-20Z,Ee C,2019F,M,11:00:00Z,13:30:00Z,Castle Point,BC,310,LEC,NA,,,
Project Mgmt. of Complex Systems,EM 612AR,12450,3,3,30,9,O,2019-08-26Z,2019-12-20Z,Mikruk J,2019F,W,12:30:00Z,15:00:00Z,AR,OFF,CLOSED,LEC,NA,,,
Project Mgmt. of Complex Systems,EM 612B,10914,3,3,25,0,X,2019-08-26Z,2019-12-20Z,STAFF,2019F,T,14:30:00Z,17:00:00Z,Castle Point,,,LEC,NA,,,
Project Mgmt. of Complex Systems,EM 612WS,11934,3,3,50,36,O,2019-08-26Z,2019-12-20Z,Rakotobe-Joel T,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
DecisionMakingviaDataAnalysis,EM 622A,10915,3,3,20,19,C,2019-08-26Z,2019-12-20Z,Ramirez-Marquez,2019F,T,8:30:00Z,11:00:00Z,Castle Point,BC,541,LEC,NA,,,
Decision Making Via Data Analys,EM 622WS,12392,3,3,50,11,O,2019-08-26Z,2019-12-20Z,Luna S,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
DataScience&KnowledgeDiscovery,EM 623A,10916,3,3,30,24,O,2019-08-26Z,2019-12-20Z,Lipizzi C,2019F,M,11:00:00Z,13:30:00Z,Castle Point,BC,320,LEC,NA,,,
InformaticsforEngineeringMgmt,EM 624A,10917,3,3,35,33,C,2019-08-26Z,2019-12-20Z,Lipizzi C,2019F,T,14:30:00Z,17:00:00Z,Castle Point,BC,219,LEC,NA,,,
Sustainable Transportation Sys.,EM 655A,10918,3,3,30,6,O,2019-08-26Z,2019-12-20Z,Hayeri Y,2019F,W,8:30:00Z,11:00:00Z,Castle Point,BC,532B,LEC,NA,,,
Dsgn/Mgt the Development System,EM 680A,10919,3,3,0,0,X,2019-08-26Z,2019-12-20Z,Staff A,2019F,M,14:15:00Z,16:45:00Z,Castle Point,,,LEC,NA,,,
Dsgn/Mgt the Development System,EM 680WS,12421,3,3,50,10,O,2019-08-26Z,2019-12-20Z,Iandoli L,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
EM Co-Op Education Project,EM 701A,10920,0,0,30,0,O,2019-08-26Z,2019-12-20Z,Ruiz C,2019F,TBA,NA,NA,Castle Point,OFF,OPEN,PRA,NA,,,
Curricular Practical Training,EM 703A,10921,1,1,30,10,O,2019-08-26Z,2019-12-20Z,Abel K,2019F,TBA,NA,NA,Castle Point,OFF,TBA,PRA,NA,,,
Special Problems in EM (ME),EM 800A,10922,1,6,999,0,O,2019-08-26Z,2019-12-20Z,STAFF,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Special Problems in EM (Ph.D.),EM 801A,10923,1,6,999,0,O,2019-08-26Z,2019-12-20Z,STAFF,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis in EM (ME),EM 900A,10924,1,10,999,0,O,2019-08-26Z,2019-12-20Z,STAFF,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Research in EM (Ph.D.),EM 960A,10925,1,60,0,1,C,2019-08-26Z,2019-12-20Z,Mansouri M,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Research in EM (Ph.D.),EM 960B,12493,1,12,0,1,C,2019-08-26Z,2019-12-20Z,Ramirez-Marquez,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Research in EM (Ph.D.),EM 960C,12540,1,60,0,1,C,2019-08-26Z,2019-12-20Z,Hayeri Y,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Research in EM (Ph.D.),EM 960D,12581,1,60,0,1,C,2019-08-26Z,2019-12-20Z,Massoud Y,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Economics for Managers,EMT 606MJ,12250,3,3,35,7,O,2019-09-07Z,2019-12-07Z,Panayides A,2019F,S,9:15:00Z,13:15:00Z,MK,BC,321,LEC,NA,NA,NA,NA
Corporate Finance,EMT 638MJ,12252,3,3,35,12,O,2019-09-07Z,2019-12-07Z,Bonini S,2019F,S,4:30:00Z,8:30:00Z,MK,BC,320,LEC,NA,NA,NA,NA
Leading Creative Collaboration,EMT 695MJ,12253,3,3,35,12,O,2019-09-07Z,2019-12-07Z,Burke P,2019F,S,9:15:00Z,13:15:00Z,MK,BC,310,LEC,NA,NA,NA,NA
Human-Centered Design Thinking,EMT 696MJ,12153,3,3,35,18,O,2019-09-07Z,2019-12-07Z,Koen P,2019F,S,4:30:00Z,8:30:00Z,MK,BC,310,LEC,NA,NA,NA,NA
Human-Centered Design Thinking,EMT 696MX2,12154,3,3,24,14,O,2019-10-14Z,2019-12-06Z,Koen P,2019F,T,5:00:00Z,7:30:00Z,Castle Point,BC,203,LEC,NA,NA,NA,NA
Strategic Business Management,EMT 715MJ,12254,3,3,35,15,O,2019-09-07Z,2019-12-07Z,Mithani M,2019F,S,9:15:00Z,13:15:00Z,MK,BC,320,LEC,NA,NA,NA,NA
Team Leadership Dev in Tech Org,EMT 740MJ,12255,3,3,35,6,O,2019-09-07Z,2019-12-07Z,Dominick P,2019F,S,4:30:00Z,8:30:00Z,MK,BC,321,LEC,NA,NA,NA,NA
Special Problems in EMTM,EMT 800A,10929,1,6,999,0,O,2019-08-26Z,2019-12-20Z,STAFF,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Quantitative Biology,EN 250W1,12458,3,3,50,28,O,2019-08-26Z,2019-12-20Z,Strigul N,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,MA  124,
Quantitative Biology,EN 250WS,12307,3,3,50,26,O,2019-08-26Z,2019-12-20Z,Strigul N,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,MA  124,
Engineering Design VII,EN 423A,10930,3,3,30,7,O,2019-08-26Z,2019-12-20Z,Meng X,2019F,TR,10:30:00Z,12:20:00Z,Castle Point,R,201,L/L,NA,,,
Engineering Design VII,EN 423X3,12516,3,3,30,1,O,2019-08-26Z,2019-12-20Z,Williams E,2019F,TR,10:30:00Z,12:20:00Z,Castle Point,GS,216,L/L,NA,,,
Engineering Design VII,EN 423X6,12531,3,3,30,1,O,2019-08-26Z,2019-12-20Z,Brunell L,2019F,T,10:30:00Z,12:20:00Z,Castle Point,E,230,L/L,NA,,,
Sem in Sustainability Management,EN 501A,10932,1,1,0,6,O,2019-08-26Z,2019-12-20Z,Sarkar D,2019F,W,13:00:00Z,14:00:00Z,Castle Point,A,501,LEC,NA,NA,NA,NA
Perspective in Environmental Mgt,EN 510A,10934,3,3,0,10,O,2019-08-26Z,2019-12-20Z,Sarkar D,2019F,T,14:30:00Z,17:00:00Z,Castle Point,SL,204,LEC,NA,NA,NA,NA
Statistical Meth in Sustainablty,EN 515A,10936,3,3,0,0,C,2019-08-26Z,2019-12-20Z,Nunez R,2019F,M,14:15:00Z,16:45:00Z,Castle Point,E,130,LEC,NA,NA,NA,NA
Intro to Sustainable Engineering,EN 530WS,11938,3,3,50,15,O,2019-08-26Z,2019-12-20Z,Braida W,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,NA,NA,NA
Fate/Trans Envr. Contam.,EN 541A,10938,3,3,18,16,O,2019-08-26Z,2019-12-20Z,Su T,2019F,T,14:30:00Z,17:00:00Z,Castle Point,E,329,LEC,NA,NA,NA,NA
Fate/Trans Envr. Contam.,EN 541A-U,10939,3,3,10,3,O,2019-08-26Z,2019-12-20Z,Su T,2019F,T,14:30:00Z,17:00:00Z,Castle Point,E,329,LEC,NA,,,
Environ Impact Analy & Planning,EN 545WS,11939,3,3,50,9,O,2019-08-26Z,2019-12-20Z,Braida W,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,NA,NA,NA
Soil Chemistry,EN 551A,10940,3,3,18,16,O,2019-08-26Z,2019-12-20Z,Meng X,2019F,W,14:30:00Z,17:00:00Z,Castle Point,NB,101,LEC,NA,NA,NA,NA
Groundwater Engineering,EN 553A,10941,3,3,10,8,O,2019-08-26Z,2019-12-20Z,Korfiatis G,2019F,R,14:30:00Z,17:00:00Z,Castle Point,ABS,301,LEC,NA,NA,NA,NA
Biological Proc/Envr Ctl,EN 573A,10942,3,3,16,13,O,2019-08-26Z,2019-12-20Z,Sidhoum M,2019F,M,14:15:00Z,16:45:00Z,Castle Point,B,514,LEC,NA,NA,NA,NA
Biological Proc/Envr Ctl,EN 573A-U,10943,3,3,30,11,O,2019-08-26Z,2019-12-20Z,Sidhoum M,2019F,M,14:15:00Z,16:45:00Z,Castle Point,B,514,LEC,NA,,,
Environmental Biology,EN 575A,10944,3,3,15,7,O,2019-08-26Z,2019-12-20Z,Vaccari D,2019F,R,14:30:00Z,17:00:00Z,Castle Point,M,105,LEC,NA,NA,NA,NA
Environmental Biology,EN 575A-U,10945,3,3,10,3,O,2019-08-26Z,2019-12-20Z,Vaccari D,2019F,R,14:30:00Z,17:00:00Z,Castle Point,M,105,LEC,NA,NA,NA,NA
Hazardous Waste Mgmt,EN 586A,10946,3,3,24,9,O,2019-08-26Z,2019-12-20Z,Sidhoum M,2019F,W,14:30:00Z,17:00:00Z,Castle Point,BC,219,LEC,NA,NA,NA,NA
Envir. Geotechnology,EN 654A,10947,3,3,28,0,X,2019-08-26Z,2019-12-20Z,Staff A,2019F,T,14:30:00Z,17:00:00Z,Castle Point,,,LEC,NA,,,
Curricular Practical Training,EN 702A,10948,1,3,0,2,O,2019-08-26Z,2019-12-20Z,Billah K,2019F,TBA,NA,NA,Castle Point,OFF,TBA,LEC,NA,,,
Special Prob in Environmentl Eng,EN 800A,10949,1,6,999,1,O,2019-08-26Z,2019-12-20Z,Meng X,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Special Prob in Environmentl Eng,EN 800B,12553,1,6,999,1,O,2019-08-26Z,2019-12-20Z,Vaccari D,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Special Prob in Environmentl Eng,EN 800C,12560,1,6,0,1,C,2019-08-26Z,2019-12-20Z,Fassman Beck E,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Special Prob in Environmentl Eng,EN 801A,10950,1,6,999,0,O,2019-08-26Z,2019-12-20Z,Meng X,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Special Prob in Environmentl Eng,EN 801B,10951,1,6,999,0,O,2019-08-26Z,2019-12-20Z,Prigiobbe V,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis in Environmental Engineer,EN 900F,12461,1,10,0,1,C,2019-08-26Z,2019-12-20Z,Su T,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Rsrch in Environmental Engineer,EN 960A,10952,1,60,999,0,O,2019-08-26Z,2019-12-20Z,Prigiobbe V,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Rsrch in Environmental Engineer,EN 960B,10953,1,60,999,2,O,2019-08-26Z,2019-12-20Z,Sarkar D,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Rsrch in Environmental Engineer,EN 960C,10954,1,60,999,1,O,2019-08-26Z,2019-12-20Z,Christodoulatos,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Rsrch in Environmental Engineer,EN 960D,10955,1,60,999,0,O,2019-08-26Z,2019-12-20Z,Vaccari D,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Rsrch in Environmental Engineer,EN 960E,12491,1,12,0,1,C,2019-08-26Z,2019-12-20Z,Meng X,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Governing Development,ES 677A,10958,3,3,30,0,X,2019-08-26Z,2019-12-20Z,Mansouri M,2019F,R,14:30:00Z,17:00:00Z,Castle Point,,,LEC,NA,,,
Systems Thinking,ES 684A,10959,3,3,30,10,O,2019-08-26Z,2019-12-20Z,Mansouri M,2019F,M,14:15:00Z,16:45:00Z,Castle Point,BC,212,LEC,NA,,,
Special Problems in ES (ME),ES 800A,10960,1,6,30,0,O,2019-08-26Z,2019-12-20Z,STAFF,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Special Prob Enterpr Syst (PhD),ES 801A,10961,1,6,20,0,O,2019-08-26Z,2019-12-20Z,STAFF,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Thesis in Enterprise Systems,ES 900A,10962,1,10,999,0,O,2019-08-26Z,2019-12-20Z,STAFF,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Research in Enterprise Systems,ES 960A,10963,1,60,30,0,O,2019-08-26Z,2019-12-20Z,STAFF,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
IntrotoBloomberg&ThomsonReuters,FE 511A,10964,1,1,30,28,O,2019-08-26Z,2019-12-20Z,Tsarpalis S,2019F,R,6:00:00Z,6:50:00Z,Castle Point,BC,HFSL,LEC,NA,NA,NA,NA
IntrotoBloomberg&ThomsonReuters,FE 511B,10965,1,1,30,30,C,2019-08-26Z,2019-12-20Z,Tsarpalis S,2019F,T,9:00:00Z,9:50:00Z,Castle Point,BC,110,LEC,NA,NA,NA,NA
Database Engineering,FE 512A,10966,3,3,30,0,X,2019-08-26Z,2019-12-20Z,Staff A,2019F,M,8:00:00Z,9:40:00Z,Castle Point,BC,110,LEC,NA,NA,NA,NA
Financial Lab: Database Design,FE 513A,10967,1,1,30,28,O,2019-08-26Z,2019-12-20Z,Zhang X,2019F,T,16:00:00Z,17:00:00Z,Castle Point,BC,HFSL,LAB,NA,NA,NA,NA
Financial Lab: Database Design,FE 513WS,11940,1,1,50,9,O,2019-08-26Z,2019-12-20Z,Zhang X,2019F,TBA,NA,NA,WS,OFF,WEB,LAB,NA,NA,NA,NA
Introduction to R,FE 515A,10969,1,1,30,19,O,2019-08-26Z,2019-12-20Z,Ye Z,2019F,M,6:00:00Z,6:50:00Z,Castle Point,BC,110,LEC,NA,NA,NA,NA
Introduction to R,FE 515B,10970,1,1,30,22,O,2019-08-26Z,2019-12-20Z,Ye Z,2019F,M,10:00:00Z,11:50:00Z,Castle Point,BC,110,LEC,NA,NA,NA,NA
MATLAB for Finance,FE 516A,10971,1,1,30,0,X,2019-08-26Z,2019-12-20Z,Staff A,2019F,W,5:00:00Z,6:00:00Z,Castle Point,,,LEC,NA,NA,NA,NA
SAS for Finance,FE 517A,10972,1,1,27,22,O,2019-08-26Z,2019-12-20Z,Dehnad K,2019F,W,12:00:00Z,12:50:00Z,Castle Point,BC,110,LEC,NA,NA,NA,NA
Mathematica for Financial App,FE 518A,10973,1,1,30,0,X,2019-08-26Z,2019-12-20Z,Bozdog D,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,NA,NA,NA
IntrotoPythonforFinancialApp,FE 520A,10974,1,1,30,30,C,2019-08-26Z,2019-12-20Z,Wang D,2019F,F,14:00:00Z,15:00:00Z,Castle Point,BC,HFSL,LEC,NA,NA,NA,NA
IntrotoPythonforFinancialApp,FE 520B,10975,1,1,30,31,C,2019-08-26Z,2019-12-20Z,Yao Z,2019F,T,8:00:00Z,8:50:00Z,Castle Point,BC,110,LEC,NA,NA,NA,NA
IntrotoPythonforFinancialApp,FE 520WS,11941,1,1,50,36,O,2019-08-26Z,2019-12-20Z,Wang D,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,NA,NA,NA
C++ Programming in Finance,FE 522A,10977,3,3,30,16,O,2019-08-26Z,2019-12-20Z,Winkler Alves T,2019F,M,8:00:00Z,8:50:00Z,Castle Point,BC,110,LEC,NA,NA,NA,NA
Intro to Financial Engineering,FE 530A,10979,3,3,35,28,O,2019-08-26Z,2019-12-20Z,Kaufman J,2019F,R,14:30:00Z,17:00:00Z,Castle Point,X,218A,LEC,NA,NA,NA,NA
Intro Financial Risk Management,FE 535A,10980,3,3,55,52,O,2019-08-26Z,2019-12-20Z,Simaan M,2019F,T,14:30:00Z,17:00:00Z,Castle Point,BC,104,LEC,NA,NA,NA,NA
Intro Financial Risk Management,FE 535B,12372,3,3,40,0,X,2019-08-26Z,2019-12-20Z,STAFF,2019F,M,8:00:00Z,10:30:00Z,Castle Point,,,LEC,NA,NA,NA,NA
Probability Theory for FE,FE 540A,10981,3,3,35,21,O,2019-08-26Z,2019-12-20Z,Florescu I,2019F,M,14:15:00Z,16:45:00Z,Castle Point,BC,HFSL,LEC,NA,NA,NA,NA
Applied Statistics w/App Finance,FE 541A,10982,3,3,35,29,O,2019-08-26Z,2019-12-20Z,Lee C,2019F,W,14:30:00Z,17:00:00Z,Castle Point,BC,202,LEC,NA,NA,NA,NA
Applied Statistics w/App Finance,FE 541WS,11942,3,3,50,15,O,2019-08-26Z,2019-12-20Z,Lee C,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,NA,NA,NA
Applied Statistics w/App Finance,FE 541WZ,12155,3,3,40,14,O,2019-09-04Z,2019-12-04Z,Florescu I,2019F,W,8:00:00Z,10:30:00Z,WZ,OFF,CLOSED,LEC,NA,NA,NA,NA
Intro to StochasticCalforFinance,FE 543A,10983,3,3,40,34,O,2019-08-26Z,2019-12-20Z,Lonon T,2019F,M,14:15:00Z,16:45:00Z,Castle Point,BC,110,LEC,NA,,,
Intro to StochasticCalforFinance,FE 543WS,11943,3,3,35,9,O,2019-08-26Z,2019-12-20Z,Lonon T,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Design Pattern Derivative Price,FE 545A,10984,3,3,35,6,O,2019-08-26Z,2019-12-20Z,Collado R,2019F,F,11:00:00Z,13:30:00Z,Castle Point,BC,219,LEC,NA,NA,NA,NA
Data Visualization Application,FE 550A,10985,3,3,35,19,O,2019-08-26Z,2019-12-20Z,Moriarty B,2019F,W,14:30:00Z,17:00:00Z,Castle Point,BC,HFSL,LEC,NA,NA,NA,NA
Data Visualization Application,FE 550WS,11944,3,3,50,5,O,2019-08-26Z,2019-12-20Z,Moriarty B,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,NA,NA,NA
Market Microstruct Trading Strat,FE 570A,10986,3,3,35,22,O,2019-08-26Z,2019-12-20Z,Yang S,2019F,M,11:00:00Z,13:30:00Z,Castle Point,BC,202,LEC,NA,NA,NA,NA
Market Microstruct Trading Strat,FE 570WS,11945,3,3,50,7,O,2019-08-26Z,2019-12-20Z,Yang S,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,NA,NA,NA
Found of Financial Data Science,FE 582A,10987,2,2,35,26,O,2019-08-26Z,2019-12-20Z,Bozdog D,2019F,T,14:00:00Z,15:50:00Z,Castle Point,BC,HFSL,LEC,NA,,,
Found of Financial Data Science,FE 582WS,11946,2,2,50,8,O,2019-08-26Z,2019-12-20Z,Bozdog D,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Statistical Learning,FE 590A,10988,3,3,35,25,O,2019-08-26Z,2019-12-20Z,Lonon T,2019F,R,14:30:00Z,17:00:00Z,Castle Point,BC,110,LEC,NA,NA,NA,NA
Statistical Learning,FE 590WS,11947,3,3,50,18,O,2019-08-26Z,2019-12-20Z,Lonon T,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,NA,NA,NA
Financial Technology,FE 595A,10989,3,3,35,12,O,2019-08-26Z,2019-12-20Z,Blaney K,2019F,T,14:30:00Z,17:00:00Z,Castle Point,BC,221,LEC,NA,,,
Financial Technology,FE 595WS,11948,3,3,50,14,O,2019-08-26Z,2019-12-20Z,Blaney K,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Stochastic Calculus for Fin Engr,FE 610A,10990,3,3,35,0,X,2019-08-26Z,2019-12-20Z,Lonon T,2019F,W,14:30:00Z,17:00:00Z,Castle Point,BC,HFSL,LEC,NA,,,
Stochastic Calculus for Fin Engr,FE 610B,10991,3,3,35,31,O,2019-08-26Z,2019-12-20Z,Lonon T,2019F,T,11:30:00Z,14:00:00Z,Castle Point,BC,110,LEC,NA,,,
Stochastic Calculus for Fin Engr,FE 610WS,11949,3,3,50,14,O,2019-08-26Z,2019-12-20Z,Lonon T,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Pricing and Hedging,FE 620A,10993,3,3,35,35,C,2019-08-26Z,2019-12-20Z,Pirjol D,2019F,W,14:30:00Z,17:00:00Z,Castle Point,NB,102,LEC,NA,,,
Pricing and Hedging,FE 620B,10994,3,3,35,37,C,2019-08-26Z,2019-12-20Z,Feinstein Z,2019F,R,11:30:00Z,14:00:00Z,Castle Point,BC,HFSL,LEC,NA,,,
Pricing and Hedging,FE 620WS,12301,3,3,50,10,O,2019-08-26Z,2019-12-20Z,Pirjol D,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Computational Methods in Finance,FE 621A,10996,3,3,35,35,C,2019-08-26Z,2019-12-20Z,Khashanah K,2019F,W,14:30:00Z,17:00:00Z,Castle Point,BC,110,LEC,NA,,,
EmergingMarkets:RisksandModels,FE 625A,10997,3,3,35,0,X,2019-08-26Z,2019-12-20Z,Staff A,2019F,TBA,NA,NA,Castle Point,,,LEC,NA,,,
Portfolio Theory & Applications,FE 630A,10998,3,3,35,34,O,2019-08-26Z,2019-12-20Z,Ndiaye P,2019F,M,14:15:00Z,16:45:00Z,Castle Point,GS,021,LEC,NA,,,
Portfolio Theory & Applications,FE 630WS,11950,3,3,50,10,O,2019-08-26Z,2019-12-20Z,Ndiaye P,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Financial Enterprise Risk Engr',FE 635A,10999,3,3,35,0,X,2019-08-26Z,2019-12-20Z,Eroles J,2019F,M,14:15:00Z,16:45:00Z,Castle Point,,,LEC,NA,,,
Opt. Models & Methods in Finance,FE 646A,11001,3,3,35,8,O,2019-08-26Z,2019-12-20Z,Moazeni S,2019F,F,11:00:00Z,13:30:00Z,Castle Point,ABS,301,LEC,NA,,,
Algorithmic Trading Strategies,FE 670A,11002,3,3,35,21,O,2019-08-26Z,2019-12-20Z,Mo S,2019F,R,14:30:00Z,17:00:00Z,Castle Point,BC,202,LEC,NA,,FE  570,
Advanced Derivatives,FE 680A,11003,3,3,35,14,O,2019-08-26Z,2019-12-20Z,Bozdog D,2019F,R,14:30:00Z,17:00:00Z,Castle Point,BC,HFSL,LEC,NA,,,
Advanced Derivatives,FE 680WS,11951,3,3,50,21,O,2019-08-26Z,2019-12-20Z,Bozdog D,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Machine Learning in Finance,FE 690A,12306,3,3,30,21,O,2019-08-26Z,2019-12-20Z,Engler G,2019F,W,14:30:00Z,17:00:00Z,Castle Point,BC,304,LEC,NA,,,
Curricular Practical Training,FE 703A,11004,1,3,35,15,O,2019-08-26Z,2019-12-20Z,STAFF,2019F,TBA,NA,NA,Castle Point,OFF,TBA,PRA,NA,,,
Applied Stochastic Diff Equation,FE 710A,11005,3,3,35,0,X,2019-08-26Z,2019-12-20Z,Cui Z,2019F,M,14:15:00Z,16:45:00Z,Castle Point,,,LEC,NA,,,
Volatility Surface:Risk & Models,FE 720A,11006,3,3,20,0,X,2019-08-26Z,2019-12-20Z,STAFF,2019F,TBA,NA,NA,Castle Point,,,LEC,NA,,,
Project in Financial Engineering,FE 800A,11007,1,6,35,15,O,2019-08-26Z,2019-12-20Z,Khashanah K,2019F,T,14:30:00Z,17:00:00Z,Castle Point,A,501,LEC,NA,,,
Project in Financial Engineering,FE 800B,11008,1,6,35,10,O,2019-08-26Z,2019-12-20Z,Cui Z,2019F,T,14:30:00Z,17:00:00Z,Castle Point,A,501,LEC,NA,,,
Project in Financial Engineering,FE 800C,12613,1,6,0,1,C,2019-08-26Z,2019-12-20Z,Florescu I,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Project in Financial Engineering,FE 800WS,11952,1,6,50,7,O,2019-08-26Z,2019-12-20Z,Khashanah K,2019F,TBA,NA,NA,WS,OFF,WEB,LEC,NA,,,
Special Problems in FE (PhD),FE 801A,11009,1,6,999,0,O,2019-08-26Z,2019-12-20Z,Khashanah K,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Master's Thesis in Financial Eng,FE 900A,11010,1,10,35,2,O,2019-08-26Z,2019-12-20Z,Yang S,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Master's Thesis in Financial Eng,FE 900B,11012,1,10,35,0,O,2019-08-26Z,2019-12-20Z,Cui Z,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Master's Thesis in Financial Eng,FE 900C,12380,1,10,0,1,C,2019-08-26Z,2019-12-20Z,Florescu I,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Master's Thesis in Financial Eng,FE 900D,12502,1,10,0,1,C,2019-08-26Z,2019-12-20Z,Bozdog D,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Master's Thesis in Financial Eng,FE 900E,12580,1,10,999,1,O,2019-08-26Z,2019-12-20Z,Simaan M,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Master's Thesis in Financial Eng,FE 900F,12585,1,12,0,1,C,2019-08-26Z,2019-12-20Z,Ghoddusi H,2019F,NA,NA,NA,NA,NA,NA,NA,NA,,,
Research in FE (Ph.D.),FE 960A,11013,1,60,35,2,O,2019-08-26Z,2019-12-20Z,Cui Z,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Research in FE (Ph.D.),FE 960B,12469,1,60,0,2,C,2019-08-26Z,2019-12-20Z,Florescu I,2019F,TBA,NA,NA,Castle Point,N/A,N/A,LEC,NA,,,
Financial Statement Analysis,FIN 510A,11016,3,3,35,39,C,2019-08-26Z,2019-12-20Z,Hefter M,2019F,R,11:30:00Z,14:00:00Z,Castle Point,BC,219,LEC,NA,NA,NA,NA
Financial Statement Analysis,FIN 510B,11017,3,3,35,35,C,2019-08-26Z,2019-12-20Z,Hefter M,2019F,R,14:30:00Z,17:00:00Z,Castle Point,BC,321,LEC,NA,NA,NA,NA
Financial Statement Analysis,FIN 510C,11018,3,3,40,40,C,2019-08-26Z,2019-12-20Z,Hefter M,2019F,R,8:30:00Z,11:00:00Z,Castle Point,BC,319,LEC,NA,NA,NA,NA
Investment Banking,FIN 530A,11019,3,3,35,10,O,2019-08-26Z,2019-12-20Z,Katsikiotis V,2019F,M,14:15:00Z,16:45:00Z,Castle Point,E,229A,LEC,NA,,,
